chrom	hg19_start	hg19_end	name	disease_trait	disease_class	internally_replicated	independently_replicated	In_DHS	fetal_origin	-LOG(P)	sample_size
chr7	19805479	19805480	rs6977660	Thyroid_stimulating_hormone	Serum_metabolites	N	N	N	NA	5.39794	1010
chr7	20047574	20047575	rs38152	HIV_progression	Viral_disease	N	N	Y	Y	7.1549	2362
chr7	20647014	20647015	rs10950821	Response_to_statin_therapy-acylcarnitine	Drug_metabolism	N	N	Y	Y	5.1549	3928
chr7	20862301	20862302	rs2709736	Bipolar_disorder	Neurological_behavioral	Y	N	N	NA	6.30103	2000
chr7	20994490	20994491	rs12155172	Prostate_cancer	Cancer	Y	N	Y	Y	5.04576	3748
chr7	21504426	21504427	rs17144465	Major_depressive_disorder	Neurological_behavioral	N	N	Y	N	5.22185	2656
chr7	21504426	21504427	rs17144465	Major_depressive_disorder_broad	Neurological_behavioral	N	N	Y	N	6.09691	7385
chr7	21607351	21607352	rs12670798	Cholesterol	Serum_metabolites	N	N	Y	Y	6.04576	22562
chr7	21607351	21607352	rs12670798	LDL_cholesterol	Serum_metabolites	N	N	Y	Y	8.22185	17797
chr7	21742973	21742974	rs368331	Alzheimers_Total_ventricular_volume	Aging	N	N	Y	N	5.69897	954
chr7	21742973	21742974	rs368331	Alzheimers-Whole-brain_volume	Aging	N	N	Y	N	5.39794	954
chr7	21938239	21938240	rs4487645	Multiple_myeloma	Cancer	Y	N	Y	Y	13.5229	7578
chr7	22024039	22024040	rs1175000	Height	Quantitative_traits	N	N	Y	N	5.30103	19633
chr7	22109458	22109459	rs10499559	Thyroid_stimulating_hormone	Serum_metabolites	N	N	N	NA	5.09691	1010
chr7	22514052	22514053	rs17364464	Dialysis-related_mortality	Miscellaneous	N	N	N	NA	5.39794	612
chr7	22732838	22732839	rs2097677	C-reactive_protein	Serum_metabolites	Y	N	N	NA	10.3979	10112
chr7	22756462	22756463	rs10155981	Bilirubin	Serum_metabolites	N	N	Y	N	6.69897	619
chr7	23502973	23502974	rs12534093	Height	Quantitative_traits	Y	N	Y	Y	13.699	133653
chr7	25608408	25608409	rs17151904	Carotid_atherosclerosis_in_HIV_infection	Cardiovascular	N	N	Y	Y	6	177
chr7	25871108	25871109	rs1055144	Waist-hip_ratio	Quantitative_traits	Y	N	Y	Y	24	77167
chr7	25901638	25901639	rs12700667	Endometriosis	Miscellaneous	Y	N	Y	Y	9	10254
chr7	26557617	26557618	rs886716	Smoking_behavior	Neurological_behavioral	N	N	N	NA	5.09691	4611
chr7	26891664	26891665	rs7804356	Type_1_diabetes	Diabetes	Y	N	Y	Y	8.30103	16559
chr7	27330055	27330056	rs13225783	Heart_failure	Cardiovascular	N	N	Y	Y	5.1549	23821
chr7	27976562	27976563	rs10486567	Prostate_cancer	Cancer	Y	N	Y	Y	5.69897	2329
chr7	28180555	28180556	rs864745	Type_2_diabetes	Diabetes	Y	N	Y	Y	13.301	10128
chr7	28185090	28185091	rs849141	Height	Quantitative_traits	Y	N	Y	Y	10.5229	12611
chr7	28189410	28189411	rs1635852	Height	Quantitative_traits	Y	N	Y	Y	9.04576	3925
chr7	28196221	28196222	rs849134	Type_2_diabetes	Diabetes	Y	N	Y	N	8.52288	47117
chr7	28229041	28229042	rs550448	Type_1_diabetes	Diabetes	Y	N	N	NA	6.30103	26890
chr7	28391141	28391142	rs11765845	Diabetic_retinopathy	Diabetes	N	N	Y	Y	5.1549	2829
chr7	28762962	28762963	rs2237349	ADHD	Neurological_behavioral	N	N	Y	Y	5.30103	647
chr7	29041189	29041190	rs2252521	Cognitive_performance-PAL8	Neurological_behavioral	N	N	Y	Y	5.30103	1295
chr7	29184488	29184489	rs10486607	HbA1C	Serum_metabolites	N	N	Y	Y	5.09691	1087
chr7	31155346	31155347	rs1558477	Major_depressive_disorder	Neurological_behavioral	N	N	Y	Y	6.52288	3356
chr7	32347334	32347335	rs215614	Smoking_behavior	Neurological_behavioral	Y	N	N	NA	6.69897	31266
chr7	33673264	33673265	rs17170316	Cytomegalovirus_antibody_response	Viral_disease	N	N	N	NA	6.09691	2133
chr7	35305305	35305306	rs1362212	QRS_duration	Cardiovascular	Y	N	N	NA	13	40407
chr7	35401446	35401447	rs2392362	Information_processing_speed_inspection_time	Neurological_behavioral	N	N	N	NA	5.69897	4763
chr7	35554787	35554788	rs343064	NAFLDH	Kidney_lung_liver	N	N	N	NA	7.52288	236
chr7	36191698	36191699	rs4302748	Platelet_count	Hematological_parameters	N	N	Y	Y	5.30103	115
chr7	36610492	36610493	rs6948404	HIV_progression	Viral_disease	N	N	Y	Y	5.52288	515
chr7	36917994	36917995	rs741301	Diabetic_nephropathy	Diabetes	N	N	Y	Y	5.09691	188
chr7	37076853	37076854	rs10488031	QT_interval	Cardiovascular	N	N	Y	Y	5.69897	2325
chr7	37266351	37266352	rs4723619	Response_to_treatment_for_acute_lymphoblastic_leukemia	Drug_metabolism	N	N	Y	Y	5.52288	487
chr7	37374509	37374510	rs6974491	Celiac_disease	Autoimmune_disease	Y	N	N	NA	6.69897	15283
chr7	37374509	37374510	rs6974491	Primary_biliary_cirrhosis	Autoimmune_disease	Y	N	N	NA	7.39794	12588
chr7	37436853	37436854	rs11984075	Rheumatoid_arthritis_celiac_disease	Autoimmune_disease	Y	N	N	NA	7.30103	38053
chr7	38136276	38136277	rs1524058	Bone_mineral_density-spine	Radiographic_parameters	N	N	N	NA	9	19195
chr7	38835034	38835035	rs11984145	Cognitive_performance-PAL8	Neurological_behavioral	N	N	N	NA	5.22185	1295
chr7	40954480	40954481	rs29880	Ferritin	Serum_metabolites	N	N	Y	N	5.1549	459
chr7	41470092	41470093	rs1079866	Age_at_menarche	Aging	Y	N	N	NA	13.2218	87802
chr7	41478607	41478608	rs10486715	Height	Quantitative_traits	N	N	Y	Y	5.52288	2906
chr7	42264678	42264679	rs4724100	Allergic_rhinitis	Autoimmune_disease	N	N	Y	Y	5.69897	12898
chr7	44223720	44223721	rs730497	HbA1C	Serum_metabolites	Y	N	Y	Y	11.2218	14618
chr7	44229067	44229068	rs1799884	Fasting_plasma_glucose	Serum_metabolites	Y	N	Y	Y	18.699	12545
chr7	44229067	44229068	rs1799884	HbA1C	Serum_metabolites	N	N	Y	Y	20	46368
chr7	44235667	44235668	rs4607517	Fasting_plasma_glucose	Serum_metabolites	Y	Y	Y	Y	91.1549	46186
chr7	44235667	44235668	rs4607517	Insulin_resistance	Serum_metabolites	Y	N	Y	Y	15.699	46186
chr7	46008109	46008110	rs11977526	IGFBP3	Serum_metabolites	N	N	N	NA	100.523	10280
chr7	46242582	46242583	rs6964415	Sudden_cardiac_arrest	Cardiovascular	N	N	Y	Y	6.30103	609
chr7	46275727	46275728	rs1486139	Atrial_natriuretic_peptide	Serum_metabolites	N	N	Y	Y	5.69897	1012
chr7	46620144	46620145	rs7784776	QRS_duration	Cardiovascular	Y	N	Y	N	9	40407
chr7	46753552	46753553	rs700752	IGF-1	Serum_metabolites	N	N	Y	Y	8.30103	10280
chr7	46753552	46753553	rs700752	IGFBP3	Serum_metabolites	N	N	Y	Y	20.3979	10280
chr7	50225390	50225391	rs7805803	Alzheimers_Total_ventricular_volume	Aging	N	N	Y	Y	5.04576	954
chr7	50269671	50269672	rs1456893	Crohns_disease	Autoimmune_disease	Y	N	Y	Y	8.30103	8059
chr7	50305862	50305863	rs4917014	Systemic_lupus_erythematosus	Autoimmune_disease	Y	N	Y	Y	22.5229	2252
chr7	50313351	50313352	rs10276619	Hippocampal_atrophy	Aging	N	N	Y	Y	5.52288	381
chr7	50428427	50428428	rs12718597	Mean_corpuscular_volume	Hematological_parameters	Y	N	Y	Y	12.301	24167
chr7	50466303	50466304	rs11978267	Acute_lymphoblastic_leukemia_childhood	Cancer	N	N	Y	N	10.0969	18275
chr7	50470603	50470604	rs4132601	Acute_lymphoblastic_leukemia_childhood	Cancer	Y	N	Y	Y	19	1941
chr7	50622711	50622712	rs1451375	Malaria	Parasitic_bacterial_disease	Y	N	Y	Y	5.22185	2340
chr7	50664921	50664922	rs12540874	Systemic_sclerosis	Autoimmune_disease	Y	N	Y	Y	6	7468
chr7	51027193	51027194	rs4948088	Type_1_diabetes	Diabetes	Y	N	Y	N	7.39794	16559
chr7	52472449	52472450	rs1012036	COPD	Kidney_lung_liver	N	N	N	NA	5.30103	3835
chr7	54181931	54181932	rs6593122	Influenza_despite_vaccine	Viral_disease	N	N	N	NA	5.39794	67
chr7	54978923	54978924	rs2252586	Glioma	Cancer	N	N	Y	Y	7.09691	11582
chr7	55159348	55159349	rs11979158	Glioma	Cancer	N	N	Y	Y	7.1549	11582
chr7	63733330	63733331	rs10266483	Response_to_statin_therapy_LDL_sum	Drug_metabolism	N	N	N	NA	5.09691	3928
chr7	65617594	65617595	rs875971	Aortic_root_size	Cardiovascular	N	N	Y	Y	5.39794	1086
chr7	66030611	66030612	rs801193	Aortic_root_size	Cardiovascular	N	N	N	NA	5.39794	1086
chr7	66096027	66096028	rs10263935	Aortic_root_size	Cardiovascular	N	N	Y	Y	6.39794	1086
chr7	67059266	67059267	rs10263639	Breast_cancer	Cancer	N	N	Y	Y	5.52288	1345
chr7	67426322	67426323	rs6961611	Information_processing_speed_4-choice_RT	Neurological_behavioral	N	N	Y	N	5.1549	4763
chr7	69806022	69806023	rs6943555	Alcohol_consumption	Neurological_behavioral	Y	N	Y	Y	7.39794	26316
chr7	71751315	71751316	rs12699131	Schizophrenia	Neurological_behavioral	Y	N	Y	Y	5.69897	21856
chr7	72856268	72856269	rs2240466	Caffeine_intake	Drug_metabolism	N	N	Y	Y	6	47431
chr7	72856268	72856269	rs2240466	Triglycerides	Serum_metabolites	N	N	Y	Y	12	17815
chr7	72856429	72856430	rs1178979	Triglycerides	Serum_metabolites	Y	N	N	NA	11.699	17243
chr7	72864868	72864869	rs714052	Hypertriglyceridemia	Serum_metabolites	N	N	N	NA	5.52288	1660
chr7	72864868	72864869	rs714052	Triglycerides	Serum_metabolites	Y	N	N	NA	14.5229	19840
chr7	72904809	72904810	rs17145713	Protein_C	Serum_metabolites	Y	N	Y	Y	7.52288	8048
chr7	72971230	72971231	rs13233571	C-reactive_protein	Serum_metabolites	Y	N	Y	Y	8.39794	66185
chr7	72977897	72977898	rs12539316	Gamma_glutamyl_transferase	Serum_metabolites	Y	N	N	NA	9.22185	12545
chr7	72982873	72982874	rs17145738	Triglycerides	Serum_metabolites	Y	Y	N	NA	21.1549	2758
chr7	72987353	72987354	rs2286276	Triglycerides	Serum_metabolites	Y	N	Y	Y	15	12545
chr7	73026377	73026378	rs17145750	Gamma_glutamyl_transferase	Serum_metabolites	N	N	N	NA	8.52288	61089
chr7	75173179	75173180	rs1167796	Systemic_lupus_erythematosus	Autoimmune_disease	Y	N	N	NA	7.69897	2252
chr7	75951229	75951230	rs7789940	Multiple_sclerosis	Autoimmune_disease	N	N	N	NA	5.22185	1470
chr7	75953296	75953297	rs758944	Multiple_sclerosis	Autoimmune_disease	N	N	N	NA	5.09691	1470
chr7	75975585	75975586	rs7779014	Multiple_sclerosis	Autoimmune_disease	N	N	Y	Y	5.09691	1470
chr7	75978228	75978229	rs17149161	Multiple_sclerosis	Autoimmune_disease	N	N	Y	Y	5.22185	1470
chr7	76639870	76639871	rs6955651	BMI	Quantitative_traits	Y	N	N	NA	5.69897	123865
chr7	77416438	77416439	rs6465825	Cystatin_C	Serum_metabolites	Y	N	N	NA	8.69897	67093
chr7	77964787	77964788	rs2691543	Height	Quantitative_traits	N	N	Y	Y	5.30103	1792
chr7	78043290	78043291	rs17150687	Response_to_antidepressants-bupropion	Drug_metabolism	N	N	N	NA	5.52288	1439
chr7	78175976	78175977	rs11525066	Hippocampal_atrophy	Aging	N	N	N	NA	5.52288	381
chr7	80258809	80258810	rs10499859	Left_ventricular_mass	Cardiovascular	Y	N	Y	Y	5.52288	202
chr7	80599356	80599357	rs4236644	Bilirubin	Serum_metabolites	N	N	Y	Y	5.69897	9264
chr7	81847650	81847651	rs10954668	NAFLDH	Kidney_lung_liver	N	N	N	NA	5.1549	236
chr7	82337858	82337859	rs2371208	Aging_traits-age_at_death	Aging	N	N	N	NA	5.52288	1345
chr7	82450034	82450035	rs2715148	Major_depressive_disorder	Neurological_behavioral	N	N	Y	Y	6	3356
chr7	83609038	83609039	rs797820	ADHD	Neurological_behavioral	N	N	N	NA	5.09691	341
chr7	83656799	83656800	rs10235789	Iris_characteristics	Quantitative_traits	Y	Y	N	NA	10.1549	2121
chr7	86821979	86821980	rs11773103	Bipolar_disorder_and_major_depressive_disorder_combined	Neurological_behavioral	N	N	N	NA	6	14052
chr7	88560877	88560878	rs1406503	BMI	Quantitative_traits	N	N	N	NA	5.04576	1792
chr7	88596384	88596385	rs6959888	Anorexia_nervosa	Neurological_behavioral	N	N	N	NA	5.69897	4806
chr7	92246743	92246744	rs42041	Rheumatoid_arthritis	Autoimmune_disease	Y	N	Y	Y	5.39794	15853
chr7	92256904	92256905	rs2040494	Height	Quantitative_traits	Y	N	N	NA	6.39794	15821
chr7	92264409	92264410	rs2282978	Height	Quantitative_traits	Y	Y	Y	Y	22.0969	13665
chr7	92408369	92408370	rs445	Neutrophil_count	Hematological_parameters	Y	N	Y	Y	9.1549	8794
chr7	92408369	92408370	rs445	WBC_count	Hematological_parameters	Y	Y	Y	Y	7.69897	14700
chr7	94053999	94054000	rs441051	Mean_FVC	Quantitative_traits	N	N	Y	Y	5.69897	1222
chr7	94930390	94930391	rs854555	Response_to_TNF_antagonist_treatment	Drug_metabolism	N	N	N	NA	5.69897	89
chr7	96117917	96117918	rs4729260	Bone_mineral_density-spine	Radiographic_parameters	N	N	Y	Y	9.69897	19195
chr7	96133530	96133531	rs7781370	Bone_mineral_density-hip	Radiographic_parameters	N	N	Y	Y	11.301	19195
chr7	96415054	96415055	rs12669076	Immunoglobulin_A	Autoimmune_disease	Y	N	N	NA	5.69897	1520
chr7	96581810	96581811	rs17598306	Radiation_response	Miscellaneous	N	N	N	NA	5.04576	277
chr7	97229777	97229778	rs10486003	Response_to_oxaliplatin_treatment	Drug_metabolism	Y	N	N	NA	6.30103	96
chr7	97620690	97620691	rs13438327	Sudden_cardiac_arrest	Cardiovascular	N	N	N	NA	5.69897	609
chr7	97816326	97816327	rs6465657	Prostate_cancer	Cancer	Y	Y	Y	Y	9	3748
chr7	98760503	98760504	rs7809799	Ulcerative_colitis	Autoimmune_disease	Y	N	Y	Y	10.0458	2746
chr7	98957879	98957880	rs740160	Serum_dehydroepiandrosterone	Serum_metabolites	N	N	Y	N	15.699	14846
chr7	99118800	99118801	rs11761528	Serum_dehydroepiandrosterone	Serum_metabolites	N	N	Y	N	35.5229	14846
chr7	99207875	99207876	rs7792939	Brachial_circumference	Quantitative_traits	Y	Y	N	NA	5.30103	898
chr7	99207875	99207876	rs7792939	Hip_circumference	Quantitative_traits	N	N	N	NA	5.22185	898
chr7	99207875	99207876	rs7792939	Weight	Quantitative_traits	N	N	N	NA	5.39794	898
chr7	99489570	99489571	rs17277546	Serum_dehydroepiandrosterone	Serum_metabolites	N	N	N	NA	10.699	14846
chr7	100214014	100214015	rs7786877	Mean_corpuscular_volume	Hematological_parameters	Y	N	N	NA	10.5229	24167
chr7	100235969	100235970	rs7385804	Hematocrit	Hematological_parameters	Y	N	N	NA	9.39794	24167
chr7	100235969	100235970	rs7385804	Iron	Serum_metabolites	Y	N	N	NA	7.1549	5633
chr7	100235969	100235970	rs7385804	Red_blood_cell_count	Hematological_parameters	Y	N	N	NA	9.30103	4627
chr7	100345105	100345106	rs2075671	Red_blood_cell_count	Hematological_parameters	Y	N	Y	N	9	24167
chr7	100453207	100453208	rs314370	RR_interval	Cardiovascular	N	N	N	NA	9.22185	38991
chr7	100458092	100458093	rs7801190	Hypertension	Cardiovascular	Y	N	N	NA	7.52288	8090
chr7	103404814	103404815	rs7341475	Schizophrenia	Neurological_behavioral	Y	N	N	NA	6.04576	2931
chr7	103527368	103527369	rs3914132	Otosclerosis	Miscellaneous	Y	N	Y	N	7.69897	604
chr7	103625876	103625877	rs4298437	Alzheimers_disease	Aging	N	N	Y	Y	5.69897	299
chr7	103628035	103628036	rs17157903	Multiple_sclerosis	Autoimmune_disease	N	N	Y	Y	5.52288	1861
chr7	104503812	104503813	rs10953454	Hip_circumference	Quantitative_traits	Y	N	N	NA	6.1549	1060
chr7	106359215	106359216	rs342275	Platelet_count	Hematological_parameters	N	N	Y	Y	24.301	48666
chr7	106372218	106372219	rs342293	Mean_platelet_volume	Hematological_parameters	Y	Y	Y	Y	32.699	4627
chr7	106409451	106409452	rs17398575	Internal_carotid_intimal_medial_thickness	Cardiovascular	Y	Y	Y	Y	11.699	31211
chr7	106411857	106411858	rs17477177	Blood_pressure	Cardiovascular	Y	N	N	NA	12.699	74064
chr7	106495808	106495809	rs17153527	Menopause	Aging	Y	N	N	NA	6.39794	2979
chr7	106763217	106763218	rs13224682	Response_to_antipsychotic_therapy-MAP	Drug_metabolism	N	N	Y	Y	7.22185	738
chr7	106938419	106938420	rs3815148	Osteoarthritis	Aging	Y	N	N	NA	7.09691	4837
chr7	107207694	107207695	rs4730250	Osteoarthritis	Aging	Y	N	Y	Y	7.22185	38280
chr7	107244544	107244545	rs10953541	Coronary_heart_disease	Cardiovascular	Y	N	N	NA	7.52288	30482
chr7	107453102	107453103	rs2108225	Ulcerative_colitis	Autoimmune_disease	Y	N	N	NA	7	1310
chr7	107479518	107479519	rs4730273	Ulcerative_colitis	Autoimmune_disease	Y	N	Y	Y	5.30103	3525
chr7	107484436	107484437	rs4730276	Ulcerative_colitis	Autoimmune_disease	Y	N	N	NA	5.04576	3525
chr7	107492788	107492789	rs4510766	Ulcerative_colitis	Autoimmune_disease	Y	N	N	NA	15.699	26405
chr7	107495433	107495434	rs886774	Ulcerative_colitis	Autoimmune_disease	Y	N	N	NA	7.52288	7778
chr7	107503440	107503441	rs4598195	Ulcerative_colitis	Autoimmune_disease	Y	Y	N	NA	7.09691	9484
chr7	107580838	107580839	rs2158836	Ulcerative_colitis	Autoimmune_disease	Y	N	Y	Y	5.1549	3525
chr7	107782199	107782200	rs382140	coffee_consumption	Drug_metabolism	Y	N	N	NA	8.39794	18176
chr7	108544460	108544461	rs1404697	Renal_cell_carcinoma	Cancer	Y	Y	Y	Y	5.30103	8842
chr7	108548659	108548660	rs848353	Renal_cell_carcinoma	Cancer	Y	Y	Y	Y	5.69897	8842
chr7	110047470	110047471	rs6968385	ADHD	Neurological_behavioral	N	N	Y	N	5.69897	2790
chr7	110467220	110467221	rs10279573	Cognitive_performance-IED	Neurological_behavioral	N	N	N	NA	5.52288	1295
chr7	110479534	110479535	rs12531640	Cognitive_performance-IED	Neurological_behavioral	N	N	Y	Y	5.22185	1295
chr7	112086332	112086333	rs17159640	Heart_failure_motality-EA	Cardiovascular	N	N	N	NA	5.04576	2992
chr7	112628372	112628373	rs10229603	ADHD	Neurological_behavioral	N	N	Y	Y	5.30103	2814
chr7	112911409	112911410	rs10953730	Acyl_carnitine	Serum_metabolites	N	N	N	NA	6.69897	284
chr7	116162728	116162729	rs4236601	Glaucoma	Miscellaneous	Y	N	Y	Y	10.699	36150
chr7	116186240	116186241	rs3807989	PR_interval	Cardiovascular	Y	Y	Y	Y	27.3979	28517
chr7	116346602	116346603	rs10243024	Multiple_sclerosis	Autoimmune_disease	N	N	Y	Y	5.22185	1677
chr7	116577123	116577124	rs7782376	Digit_Span_Forward	Neurological_behavioral	N	N	Y	Y	5.09691	1086
chr7	117067821	117067822	rs7808424	Coronary_heart_disease	Cardiovascular	Y	N	Y	Y	6	86995
chr7	121033120	121033121	rs7776725	Bone_mineral_density-radius	Radiographic_parameters	Y	N	N	NA	11	8842
chr7	121033120	121033121	rs7776725	Bone_mineral_density-tibia	Radiographic_parameters	Y	N	N	NA	5.69897	8842
chr7	121275228	121275229	rs10253361	Alcohol_dependence	Neurological_behavioral	Y	N	N	NA	5.22185	8754
chr7	122202592	122202593	rs2429582	Brain_structure	Quantitative_traits	N	N	N	NA	6.22185	740
chr7	123411222	123411223	rs4731120	Platelet_count	Hematological_parameters	N	N	Y	N	11.5229	48666
chr7	126324590	126324591	rs17691394	Carotid_atherosclerosis_in_HIV_infection	Cardiovascular	N	N	Y	Y	6.04576	177
chr7	126437896	126437897	rs11971186	Plasma_chemerin_levels	Serum_metabolites	N	N	N	NA	5.04576	1354
chr7	126639603	126639604	rs17864092	Major_depressive_disorder	Neurological_behavioral	N	N	N	NA	5.22185	4811
chr7	128573966	128573967	rs4728142	Systemic_lupus_erythematosus	Autoimmune_disease	Y	N	Y	N	18.0969	2252
chr7	128573966	128573967	rs4728142	Ulcerative_colitis	Autoimmune_disease	Y	N	Y	N	7.69897	26405
chr7	128594182	128594183	rs10488631	Primary_biliary_cirrhosis	Autoimmune_disease	Y	Y	N	NA	9.52288	1398
chr7	128594182	128594183	rs10488631	Rheumatoid_arthritis	Autoimmune_disease	Y	N	N	NA	10.3979	25708
chr7	128594182	128594183	rs10488631	Systemic_lupus_erythematosus	Autoimmune_disease	Y	Y	N	NA	10.699	4651
chr7	128594182	128594183	rs10488631	Systemic_sclerosis	Autoimmune_disease	Y	Y	N	NA	12.699	7467
chr7	128617465	128617466	rs12531711	Primary_biliary_cirrhosis	Autoimmune_disease	Y	N	N	NA	16.0458	7003
chr7	128617465	128617466	rs12531711	Systemic_lupus_erythematosus	Autoimmune_disease	N	N	N	NA	8.22185	6530
chr7	128717905	128717906	rs12537284	Systemic_lupus_erythematosus	Autoimmune_disease	Y	N	N	NA	18.3979	3057
chr7	129023596	129023597	rs7787531	Tuberculosis	Parasitic_bacterial_disease	Y	N	Y	Y	5.04576	5359
chr7	130466853	130466854	rs972283	Type_2_diabetes	Diabetes	Y	N	N	NA	9.69897	47117
chr7	130653850	130653851	rs2048672	Breast_cancer	Cancer	Y	N	N	NA	5.22185	4128
chr7	130900120	130900121	rs10265216	Major_depressive_disorder_broad	Neurological_behavioral	N	N	N	NA	5.52288	7385
chr7	131287989	131287990	rs12534221	Alzheimers-AB1-42	Aging	N	N	Y	Y	6.04576	818
chr7	131370038	131370039	rs11761231	Rheumatoid_arthritis	Autoimmune_disease	N	N	Y	Y	6.39794	4798
chr7	131453524	131453525	rs1106683	BMI	Quantitative_traits	N	N	N	NA	7	1341
chr7	131453664	131453665	rs1106684	BMI	Quantitative_traits	N	N	Y	N	5.69897	1341
chr7	133335175	133335176	rs10488172	Tonometry	Cardiovascular	N	N	Y	Y	5.09691	1327
chr7	135293127	135293128	rs4294134	Pagets_disease	Aging	Y	N	N	NA	9.09691	3440
chr7	137203818	137203819	rs6467710	HIV_progression	Viral_disease	N	N	Y	Y	6.22185	755
chr7	138049386	138049387	rs357394	FVC	Kidney_lung_liver	N	N	N	NA	5.04576	1222
chr7	138157389	138157390	rs1874326	Weight	Quantitative_traits	N	N	Y	Y	5.04576	2906
chr7	138411424	138411425	rs3800569	F-cell_distribution	Hematological_parameters	N	N	Y	Y	5.22185	440
chr7	140231129	140231130	rs10237118	Optic_disc_size_cup	Quantitative_traits	N	N	N	NA	5.39794	2216
chr7	143109138	143109139	rs11767557	Alzheimers_disease_late_onset	Aging	Y	N	Y	N	9.22185	15675
chr7	144841530	144841531	rs10487524	ADHD	Neurological_behavioral	N	N	N	NA	5.04576	2205
chr7	144892085	144892086	rs12531488	Brain_imaging	Neurological_behavioral	N	N	N	NA	NA	175
chr7	145959242	145959243	rs802568	Biplolar_disorder_and_schizophrenia	Neurological_behavioral	N	N	N	NA	6.69897	4234
chr7	146048829	146048830	rs7799181	Biplolar_disorder_and_schizophrenia	Neurological_behavioral	N	N	N	NA	5.69897	4234
chr7	147702691	147702692	rs2214681	Bone_mineral_density-broadband_ultrasound_attenuation	Radiographic_parameters	N	N	N	NA	5.52288	1141
chr7	148258047	148258048	rs7807268	Crohns_disease	Autoimmune_disease	Y	N	Y	Y	5.39794	4686
chr7	149203661	149203662	rs855913	Amyotrophic_lateral_sclerosis-survival	Aging	Y	N	N	NA	7.39794	4079
chr7	149289463	149289464	rs354033	Multiple_sclerosis	Autoimmune_disease	Y	N	N	NA	8.30103	26621
chr7	150622161	150622162	rs2968864	QT_interval	Cardiovascular	Y	N	Y	Y	15.0969	13685
chr7	150623136	150623137	rs2968863	QT_interval	Cardiovascular	Y	N	Y	N	14.699	15842
chr7	150637862	150637863	rs4725982	QT_interval	Cardiovascular	Y	Y	Y	Y	15.301	13685
chr7	150667209	150667210	rs3807375	QT_interval	Cardiovascular	Y	N	Y	Y	10.301	12670
chr7	151120947	151120948	rs13232179	Coronary_heart_disease	Cardiovascular	Y	N	N	NA	6	8090
chr7	151407800	151407801	rs7805747	Chronic_kidney_disease	Kidney_lung_liver	Y	N	Y	Y	11.3979	67093
chr7	151415040	151415041	rs10224002	Hematocrit	Hematological_parameters	Y	N	Y	Y	14.5229	24167
chr7	151415040	151415041	rs10224002	Hemoglobin	Hematological_parameters	Y	N	Y	Y	14.2218	24167
chr7	151546588	151546589	rs7795096	Bipolar_disorder	Neurological_behavioral	Y	N	N	NA	5.69897	2836
chr7	153625842	153625843	rs6464375	Pancreatic_cancer	Cancer	N	N	N	NA	6.39794	6200
chr7	154072019	154072020	rs6977820	Multiple_sclerosis	Autoimmune_disease	Y	N	N	NA	5.30103	122
